sector,vader_score,finbert_score,etf_ticker
Energy,0.0712693548387096,-0.3036533219199027,XLE
Healthcare,0.133605376344086,-0.3430903412962472,XLV
Technology,0.0904317073170731,-0.4523941315528823,XLK
